symbol,exchange,date,open,high,low,close,volume,resolution,evidence
1109,TWSE,2018-10-11,15.526320457458496,15.526320457458496,15.526320457458496,15.526320457458496,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1109,TWSE,2018-10-12,15.526320457458496,15.526320457458496,15.526320457458496,15.526320457458496,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1109,TWSE,2018-10-15,15.526320457458496,15.526320457458496,15.526320457458496,15.526320457458496,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1109,TWSE,2018-10-16,15.526320457458496,15.526320457458496,15.526320457458496,15.526320457458496,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1109,TWSE,2018-10-17,15.526320457458496,15.526320457458496,15.526320457458496,15.526320457458496,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1109,TWSE,2018-10-18,15.526320457458496,15.526320457458496,15.526320457458496,15.526320457458496,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1109,TWSE,2018-10-19,15.526320457458496,15.526320457458496,15.526320457458496,15.526320457458496,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-08,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-09,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-10,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-11,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-12,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-15,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-16,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-17,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-18,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-19,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-22,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-23,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-24,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-25,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-26,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-29,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-04-30,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-02,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-03,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-06,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-07,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-08,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-09,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-10,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-13,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-14,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-15,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-16,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-17,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-20,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-21,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-22,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-23,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-24,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-27,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-28,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-29,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-30,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-05-31,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-03,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-04,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-05,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-06,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-10,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-11,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-12,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-13,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-14,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-17,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-18,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-19,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-20,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-21,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-24,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-25,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-26,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-27,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-06-28,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-01,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-02,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-03,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-04,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-05,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-08,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-09,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-10,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-11,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-12,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-15,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-16,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-17,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-18,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-19,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-22,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-23,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-24,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-25,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-07-26,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1213,TWSE,2019-08-01,8.75,8.75,8.75,8.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1423,TWSE,2018-10-18,17.88194465637207,17.88194465637207,17.88194465637207,17.88194465637207,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1423,TWSE,2018-10-19,17.88194465637207,17.88194465637207,17.88194465637207,17.88194465637207,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1423,TWSE,2018-10-22,17.88194465637207,17.88194465637207,17.88194465637207,17.88194465637207,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1423,TWSE,2018-10-23,17.88194465637207,17.88194465637207,17.88194465637207,17.88194465637207,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1423,TWSE,2018-10-24,17.88194465637207,17.88194465637207,17.88194465637207,17.88194465637207,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1423,TWSE,2018-10-25,17.88194465637207,17.88194465637207,17.88194465637207,17.88194465637207,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1423,TWSE,2018-10-26,17.88194465637207,17.88194465637207,17.88194465637207,17.88194465637207,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1471,TWSE,2018-01-11,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1471,TWSE,2018-01-12,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1471,TWSE,2018-01-15,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1471,TWSE,2018-01-16,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1471,TWSE,2018-01-17,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1471,TWSE,2018-01-18,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1471,TWSE,2018-01-19,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1529,TWSE,2018-12-13,14.412740707397461,14.412740707397461,14.412740707397461,14.412740707397461,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1529,TWSE,2018-12-14,14.412740707397461,14.412740707397461,14.412740707397461,14.412740707397461,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1529,TWSE,2018-12-17,14.412740707397461,14.412740707397461,14.412740707397461,14.412740707397461,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1529,TWSE,2018-12-18,14.412740707397461,14.412740707397461,14.412740707397461,14.412740707397461,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1529,TWSE,2018-12-19,14.412740707397461,14.412740707397461,14.412740707397461,14.412740707397461,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1529,TWSE,2018-12-20,14.412740707397461,14.412740707397461,14.412740707397461,14.412740707397461,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1529,TWSE,2018-12-21,14.412740707397461,14.412740707397461,14.412740707397461,14.412740707397461,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1538,TWSE,2018-09-04,36.55902862548828,36.55902862548828,36.55902862548828,36.55902862548828,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1538,TWSE,2018-09-05,36.55902862548828,36.55902862548828,36.55902862548828,36.55902862548828,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1538,TWSE,2018-09-06,36.55902862548828,36.55902862548828,36.55902862548828,36.55902862548828,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1538,TWSE,2018-09-07,36.55902862548828,36.55902862548828,36.55902862548828,36.55902862548828,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1538,TWSE,2018-09-10,36.55902862548828,36.55902862548828,36.55902862548828,36.55902862548828,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1563,TWSE,2018-02-09,61.18181610107422,61.18181610107422,61.18181610107422,61.18181610107422,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1563,TWSE,2018-03-05,59.98181915283203,59.98181915283203,59.98181915283203,59.98181915283203,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1582,TWSE,2018-10-25,68.4000015258789,68.4000015258789,68.4000015258789,68.4000015258789,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1582,TWSE,2018-10-26,68.4000015258789,68.4000015258789,68.4000015258789,68.4000015258789,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1582,TWSE,2018-10-29,68.4000015258789,68.4000015258789,68.4000015258789,68.4000015258789,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1582,TWSE,2018-10-30,68.4000015258789,68.4000015258789,68.4000015258789,68.4000015258789,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1582,TWSE,2018-10-31,68.4000015258789,68.4000015258789,68.4000015258789,68.4000015258789,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1582,TWSE,2018-11-01,68.4000015258789,68.4000015258789,68.4000015258789,68.4000015258789,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1582,TWSE,2018-11-02,68.4000015258789,68.4000015258789,68.4000015258789,68.4000015258789,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1587,TWSE,2018-01-24,23.04520606994629,23.04520606994629,23.04520606994629,23.04520606994629,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1587,TWSE,2018-03-05,20.449064254760742,20.449064254760742,20.449064254760742,20.449064254760742,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1603,TWSE,2019-04-08,20.75,20.75,20.75,20.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1603,TWSE,2019-04-09,20.75,20.75,20.75,20.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1603,TWSE,2019-04-10,20.75,20.75,20.75,20.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1603,TWSE,2019-04-11,20.75,20.75,20.75,20.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1603,TWSE,2019-04-12,20.75,20.75,20.75,20.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1603,TWSE,2019-04-15,20.75,20.75,20.75,20.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1603,TWSE,2019-04-16,20.75,20.75,20.75,20.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1603,TWSE,2019-04-17,20.75,20.75,20.75,20.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
1603,TWSE,2019-04-18,20.75,20.75,20.75,20.75,0.0,REMOVE_PROVIDER_FORWARD_FILL_OFFICIAL_NO_QUOTE,data/official_daily/TWSE_*.parquet
