symbol,date,open_research,high_research,low_research,close_research,volume_research,open_shioaji,high_shioaji,low_shioaji,close_shioaji,volume_shioaji,turnover,open_relative_diff,high_relative_diff,low_relative_diff,close_relative_diff,volume_relative_diff
1240,2026-08-10,55.0,55.0,54.9,54.9,2000.0,55.0,55.0,54.9,54.9,2,109900.0,0.0,0.0,0.0,0.0,999.0
1240,2026-08-11,56.1,56.5,55.8,55.8,22000.0,56.1,56.5,55.8,55.8,22,1234000.0,0.0,0.0,0.0,0.0,999.0
1240,2026-08-12,56.0,56.4,55.9,56.4,21000.0,56.0,56.4,55.9,56.4,21,1178700.0,0.0,0.0,0.0,0.0,999.0
1240,2026-08-13,56.5,56.9,56.4,56.4,9000.0,56.5,56.9,56.4,56.4,9,509600.0,0.0,0.0,0.0,0.0,999.0
1240,2026-08-14,56.6,57.0,56.5,56.7,24000.0,56.6,57.0,56.5,56.7,24,1360600.0,0.0,0.0,0.0,0.0,999.0
1240,2026-08-17,56.9,56.9,56.7,56.8,12000.0,56.9,56.9,56.7,56.8,12,682000.0,0.0,0.0,0.0,0.0,999.0
1240,2026-08-18,56.8,57.0,56.8,56.9,24000.0,56.8,57.0,56.8,56.9,24,1366400.0,0.0,0.0,0.0,0.0,999.0
1240,2026-08-19,57.0,57.1,57.0,57.1,2000.0,57.0,57.1,57.0,57.1,2,114100.0,0.0,0.0,0.0,0.0,999.0
1742,2026-05-25,15.0,15.25,14.8,15.2,54000.0,15.0,15.25,14.8,15.2,54,813250.0,0.0,0.0,0.0,0.0,999.0
1742,2026-05-26,15.2,15.4,14.85,15.0,20000.0,15.2,15.4,14.85,15.0,20,301550.0,0.0,0.0,0.0,0.0,999.0
1742,2026-05-27,15.0,15.1,14.85,14.85,45000.0,15.0,15.1,14.85,14.85,45,675050.0,0.0,0.0,0.0,0.0,999.0
1742,2026-05-28,15.15,15.15,14.9,15.15,20000.0,15.15,15.15,14.9,15.15,20,299800.0,0.0,0.0,0.0,0.0,999.0
1742,2026-05-29,15.0,15.3,15.0,15.2,26000.0,15.0,15.3,15.0,15.2,26,391900.0,0.0,0.0,0.0,0.0,999.0
1742,2026-06-01,15.5,15.9,15.35,15.4,46000.0,15.5,15.9,15.35,15.4,46,710550.0,0.0,0.0,0.0,0.0,999.0
1742,2026-06-02,15.5,15.5,15.3,15.5,53000.0,15.5,15.5,15.3,15.5,53,817600.0,0.0,0.0,0.0,0.0,999.0
1742,2026-06-03,15.6,15.6,15.5,15.6,85000.0,15.6,15.6,15.5,15.6,85,1322200.0,0.0,0.0,0.0,0.0,999.0
1742,2026-06-04,15.7,16.15,15.65,15.9,63000.0,15.7,16.15,15.65,15.9,63,994600.0,0.0,0.0,0.0,0.0,999.0
1742,2026-06-05,17.2,17.2,16.05,16.1,104000.0,17.2,17.2,16.05,16.1,104,1698550.0,0.0,0.0,0.0,0.0,999.0
